Date of Crash,Crash Severity,Crashes
07/31/2016,Property Damage Only,65
08/01/2016,Property Damage Only,94
08/01/2016,Possible/Unknown,28
08/01/2016,Major Injury,5
08/01/2016,Minor Injury,10
08/02/2016,Possible/Unknown,27
08/02/2016,Property Damage Only,92
08/02/2016,Major Injury,3
08/02/2016,Minor Injury,15
08/03/2016,Property Damage Only,92
08/03/2016,Possible/Unknown,24
08/03/2016,Fatal,2
08/03/2016,Major Injury,2
08/03/2016,Minor Injury,18
08/04/2016,Minor Injury,14
08/04/2016,Property Damage Only,107
08/04/2016,Possible/Unknown,20
08/04/2016,Major Injury,4
08/04/2016,Fatal,2
08/05/2016,Fatal,4
08/05/2016,Property Damage Only,118
08/05/2016,Possible/Unknown,37
08/05/2016,Minor Injury,16
08/05/2016,Major Injury,6
08/06/2016,Major Injury,6
08/06/2016,Possible/Unknown,16
08/06/2016,Property Damage Only,91
08/06/2016,Fatal,1
08/06/2016,Minor Injury,8
08/07/2016,Major Injury,5
08/07/2016,Minor Injury,10
08/07/2016,Possible/Unknown,19
08/07/2016,Fatal,1
08/07/2016,Property Damage Only,54
08/08/2016,Fatal,1
08/08/2016,Possible/Unknown,25
08/08/2016,Major Injury,1
08/08/2016,Property Damage Only,96
08/08/2016,Minor Injury,17
08/09/2016,Fatal,2
08/09/2016,Property Damage Only,83
08/09/2016,Major Injury,3
08/09/2016,Possible/Unknown,19
08/09/2016,Minor Injury,9
08/10/2016,Property Damage Only,91
08/10/2016,Major Injury,10
08/10/2016,Possible/Unknown,29
08/10/2016,Fatal,2
08/10/2016,Minor Injury,25
08/11/2016,Property Damage Only,111
08/11/2016,Minor Injury,13
08/11/2016,Major Injury,1
08/11/2016,Fatal,2
08/11/2016,Possible/Unknown,36
08/12/2016,Major Injury,5
08/12/2016,Minor Injury,8
08/12/2016,Possible/Unknown,31
08/12/2016,Property Damage Only,112
08/12/2016,Fatal,1
08/13/2016,Major Injury,4
08/13/2016,Property Damage Only,92
08/13/2016,Possible/Unknown,26
08/13/2016,Minor Injury,25
08/14/2016,Minor Injury,13
08/14/2016,Property Damage Only,67
08/14/2016,Fatal,2
08/14/2016,Possible/Unknown,17
08/14/2016,Major Injury,4
08/15/2016,Minor Injury,16
08/15/2016,Major Injury,3
08/15/2016,Property Damage Only,103
08/15/2016,Possible/Unknown,27
08/16/2016,Major Injury,3
08/16/2016,Property Damage Only,105
08/16/2016,Possible/Unknown,39
08/16/2016,Minor Injury,20
08/17/2016,Possible/Unknown,35
08/17/2016,Minor Injury,17
08/17/2016,Fatal,1
08/17/2016,Major Injury,4
08/17/2016,Property Damage Only,89
08/18/2016,Minor Injury,16
08/18/2016,Major Injury,2
08/18/2016,Possible/Unknown,26
08/18/2016,Property Damage Only,117
08/19/2016,Possible/Unknown,32
08/19/2016,Property Damage Only,129
08/19/2016,Minor Injury,14
08/19/2016,Major Injury,3
08/19/2016,Fatal,1
08/20/2016,Property Damage Only,99
08/20/2016,Major Injury,5
08/20/2016,Fatal,1
08/20/2016,Possible/Unknown,21
08/20/2016,Minor Injury,18
08/21/2016,Fatal,3
08/21/2016,Possible/Unknown,16
08/21/2016,Major Injury,4
08/21/2016,Property Damage Only,72
08/21/2016,Minor Injury,17
08/22/2016,Fatal,3
08/22/2016,Major Injury,6
08/22/2016,Possible/Unknown,25
08/22/2016,Minor Injury,22
08/22/2016,Property Damage Only,98
08/23/2016,Fatal,1
08/23/2016,Major Injury,3
08/23/2016,Possible/Unknown,22
08/23/2016,Property Damage Only,90
08/23/2016,Minor Injury,8
08/24/2016,Possible/Unknown,30
08/24/2016,Property Damage Only,99
08/24/2016,Minor Injury,11
08/24/2016,Major Injury,2
08/24/2016,Fatal,1
08/25/2016,Property Damage Only,72
08/25/2016,Possible/Unknown,26
08/25/2016,Minor Injury,12
08/25/2016,Major Injury,1
08/26/2016,Possible/Unknown,24
08/26/2016,Minor Injury,15
08/26/2016,Property Damage Only,109
08/26/2016,Fatal,2
08/26/2016,Major Injury,1
08/27/2016,Possible/Unknown,16
08/27/2016,Minor Injury,9
08/27/2016,Major Injury,3
08/27/2016,Property Damage Only,67
08/28/2016,Fatal,1
08/28/2016,Property Damage Only,58
08/28/2016,Minor Injury,9
08/28/2016,Possible/Unknown,18
08/28/2016,Major Injury,3
08/29/2016,Possible/Unknown,10
08/29/2016,Minor Injury,8
08/29/2016,Property Damage Only,50
08/30/2016,Possible/Unknown,15
08/30/2016,Fatal,1
08/30/2016,Property Damage Only,42
08/30/2016,Minor Injury,11
08/30/2016,Major Injury,2
08/31/2016,Possible/Unknown,34
08/31/2016,Property Damage Only,101
08/31/2016,Minor Injury,12
08/31/2016,Major Injury,4
09/01/2016,Fatal,2
09/01/2016,Property Damage Only,91
09/01/2016,Major Injury,7
09/01/2016,Possible/Unknown,37
09/01/2016,Minor Injury,22
09/02/2016,Minor Injury,24
09/02/2016,Possible/Unknown,27
09/02/2016,Property Damage Only,123
09/02/2016,Major Injury,6
09/03/2016,Property Damage Only,88
09/03/2016,Fatal,1
09/03/2016,Major Injury,7
09/03/2016,Minor Injury,16
09/03/2016,Possible/Unknown,24
09/04/2016,Fatal,1
09/04/2016,Minor Injury,18
09/04/2016,Possible/Unknown,27
09/04/2016,Property Damage Only,65
09/04/2016,Major Injury,8
09/05/2016,Major Injury,2
09/05/2016,Fatal,1
09/05/2016,Minor Injury,16
09/05/2016,Possible/Unknown,13
09/05/2016,Property Damage Only,60
09/06/2016,Possible/Unknown,28
09/06/2016,Property Damage Only,107
09/06/2016,Major Injury,5
09/06/2016,Minor Injury,20
09/07/2016,Major Injury,2
09/07/2016,Possible/Unknown,34
09/07/2016,Minor Injury,19
09/07/2016,Property Damage Only,132
09/08/2016,Minor Injury,19
09/08/2016,Fatal,2
09/08/2016,Major Injury,3
09/08/2016,Property Damage Only,116
09/08/2016,Possible/Unknown,37
09/09/2016,Property Damage Only,157
09/09/2016,Possible/Unknown,31
09/09/2016,Minor Injury,22
09/09/2016,Major Injury,2
09/09/2016,Fatal,1
09/10/2016,Possible/Unknown,21
09/10/2016,Property Damage Only,90
09/10/2016,Minor Injury,15
09/10/2016,Fatal,2
09/10/2016,Major Injury,2
09/11/2016,Minor Injury,10
09/11/2016,Fatal,3
09/11/2016,Property Damage Only,65
09/11/2016,Major Injury,3
09/11/2016,Possible/Unknown,18
09/12/2016,Property Damage Only,115
09/12/2016,Possible/Unknown,24
09/12/2016,Major Injury,8
09/12/2016,Fatal,3
09/12/2016,Minor Injury,12
09/13/2016,Major Injury,1
09/13/2016,Minor Injury,20
09/13/2016,Possible/Unknown,28
09/13/2016,Property Damage Only,87
09/14/2016,Possible/Unknown,19
09/14/2016,Fatal,1
09/14/2016,Minor Injury,13
09/14/2016,Major Injury,5
09/14/2016,Property Damage Only,100
09/15/2016,Property Damage Only,116
09/15/2016,Major Injury,4
09/15/2016,Possible/Unknown,26
09/15/2016,Minor Injury,20
09/15/2016,Fatal,1
09/16/2016,Property Damage Only,96
09/16/2016,Possible/Unknown,31
09/16/2016,Minor Injury,14
09/16/2016,Fatal,2
09/16/2016,Major Injury,3
09/17/2016,Major Injury,6
09/17/2016,Minor Injury,18
09/17/2016,Possible/Unknown,22
09/17/2016,Property Damage Only,100
09/18/2016,Property Damage Only,84
09/18/2016,Minor Injury,7
09/18/2016,Fatal,2
09/18/2016,Possible/Unknown,20
09/18/2016,Major Injury,9
09/19/2016,Fatal,1
09/19/2016,Possible/Unknown,31
09/19/2016,Minor Injury,19
09/19/2016,Property Damage Only,124
09/19/2016,Major Injury,4
09/20/2016,Possible/Unknown,33
09/20/2016,Minor Injury,19
09/20/2016,Property Damage Only,112
09/20/2016,Major Injury,1
09/21/2016,Fatal,1
09/21/2016,Major Injury,4
09/21/2016,Property Damage Only,107
09/21/2016,Minor Injury,11
09/21/2016,Possible/Unknown,29
09/22/2016,Possible/Unknown,21
09/22/2016,Property Damage Only,122
09/22/2016,Minor Injury,10
09/22/2016,Major Injury,3
09/23/2016,Possible/Unknown,40
09/23/2016,Minor Injury,16
09/23/2016,Property Damage Only,132
09/23/2016,Fatal,1
09/23/2016,Major Injury,4
09/24/2016,Major Injury,7
09/24/2016,Possible/Unknown,21
09/24/2016,Property Damage Only,88
09/24/2016,Minor Injury,15
09/25/2016,Minor Injury,12
09/25/2016,Major Injury,6
09/25/2016,Possible/Unknown,17
09/25/2016,Fatal,1
09/25/2016,Property Damage Only,71
09/26/2016,Possible/Unknown,32
09/26/2016,Fatal,2
09/26/2016,Minor Injury,12
09/26/2016,Property Damage Only,130
09/26/2016,Major Injury,3
09/27/2016,Minor Injury,12
09/27/2016,Major Injury,6
09/27/2016,Possible/Unknown,19
09/27/2016,Property Damage Only,124
09/27/2016,Fatal,1
09/28/2016,Major Injury,2
09/28/2016,Minor Injury,16
09/28/2016,Possible/Unknown,23
09/28/2016,Property Damage Only,91
09/29/2016,Property Damage Only,143
09/29/2016,Minor Injury,23
09/29/2016,Fatal,1
09/29/2016,Possible/Unknown,21
09/29/2016,Major Injury,2
09/30/2016,Minor Injury,13
09/30/2016,Property Damage Only,133
09/30/2016,Possible/Unknown,27
09/30/2016,Major Injury,1
10/01/2016,Possible/Unknown,19
10/01/2016,Major Injury,5
10/01/2016,Property Damage Only,111
10/01/2016,Minor Injury,18
10/02/2016,Major Injury,6
10/02/2016,Possible/Unknown,21
10/02/2016,Minor Injury,12
10/02/2016,Property Damage Only,67
10/02/2016,Fatal,3
10/03/2016,Minor Injury,14
10/03/2016,Property Damage Only,119
10/03/2016,Major Injury,7
10/03/2016,Possible/Unknown,25
10/04/2016,Major Injury,4
10/04/2016,Possible/Unknown,25
10/04/2016,Property Damage Only,109
10/04/2016,Minor Injury,15
10/04/2016,Fatal,1
10/05/2016,Major Injury,6
10/05/2016,Minor Injury,12
10/05/2016,Possible/Unknown,24
10/05/2016,Property Damage Only,113
10/06/2016,Property Damage Only,130
10/06/2016,Minor Injury,21
10/06/2016,Possible/Unknown,37
10/06/2016,Major Injury,3
10/07/2016,Possible/Unknown,40
10/07/2016,Major Injury,4
10/07/2016,Minor Injury,19
10/07/2016,Property Damage Only,140
10/08/2016,Possible/Unknown,17
10/08/2016,Fatal,1
10/08/2016,Property Damage Only,121
10/08/2016,Major Injury,8
10/08/2016,Minor Injury,13
10/09/2016,Major Injury,2
10/09/2016,Property Damage Only,88
10/09/2016,Minor Injury,11
10/09/2016,Possible/Unknown,20
10/10/2016,Fatal,2
10/10/2016,Possible/Unknown,26
10/10/2016,Major Injury,3
10/10/2016,Minor Injury,8
10/10/2016,Property Damage Only,93
10/11/2016,Major Injury,4
10/11/2016,Minor Injury,9
10/11/2016,Property Damage Only,133
10/11/2016,Fatal,3
10/11/2016,Possible/Unknown,28
10/12/2016,Minor Injury,19
10/12/2016,Property Damage Only,121
10/12/2016,Fatal,1
10/12/2016,Major Injury,2
10/12/2016,Possible/Unknown,20
10/13/2016,Fatal,1
10/13/2016,Possible/Unknown,23
10/13/2016,Minor Injury,18
10/13/2016,Major Injury,4
10/13/2016,Property Damage Only,131
10/14/2016,Possible/Unknown,34
10/14/2016,Minor Injury,14
10/14/2016,Major Injury,2
10/14/2016,Fatal,3
10/14/2016,Property Damage Only,118
10/15/2016,Minor Injury,17
10/15/2016,Property Damage Only,102
10/15/2016,Major Injury,4
10/15/2016,Possible/Unknown,27
10/16/2016,Possible/Unknown,15
10/16/2016,Minor Injury,15
10/16/2016,Property Damage Only,96
10/16/2016,Major Injury,3
10/17/2016,Major Injury,5
10/17/2016,Property Damage Only,135
10/17/2016,Possible/Unknown,27
10/17/2016,Minor Injury,12
10/18/2016,Possible/Unknown,30
10/18/2016,Property Damage Only,135
10/18/2016,Fatal,1
10/18/2016,Minor Injury,24
10/18/2016,Major Injury,5
10/19/2016,Possible/Unknown,27
10/19/2016,Minor Injury,11
10/19/2016,Property Damage Only,120
10/19/2016,Major Injury,1
10/20/2016,Property Damage Only,136
10/20/2016,Possible/Unknown,33
10/20/2016,Major Injury,5
10/20/2016,Minor Injury,13
10/21/2016,Minor Injury,18
10/21/2016,Major Injury,3
10/21/2016,Property Damage Only,174
10/21/2016,Possible/Unknown,26
10/22/2016,Possible/Unknown,30
10/22/2016,Major Injury,8
10/22/2016,Fatal,5
10/22/2016,Minor Injury,20
10/22/2016,Property Damage Only,128
10/23/2016,Possible/Unknown,22
10/23/2016,Minor Injury,18
10/23/2016,Major Injury,8
10/23/2016,Property Damage Only,94
10/23/2016,Fatal,2
10/24/2016,Minor Injury,14
10/24/2016,Major Injury,3
10/24/2016,Fatal,2
10/24/2016,Property Damage Only,142
10/24/2016,Possible/Unknown,34
10/25/2016,Fatal,1
10/25/2016,Property Damage Only,105
10/25/2016,Minor Injury,11
10/25/2016,Possible/Unknown,26
10/26/2016,Property Damage Only,159
10/26/2016,Major Injury,4
10/26/2016,Minor Injury,12
10/26/2016,Possible/Unknown,35
10/27/2016,Fatal,3
10/27/2016,Property Damage Only,115
10/27/2016,Minor Injury,17
10/27/2016,Possible/Unknown,28
10/28/2016,Minor Injury,12
10/28/2016,Property Damage Only,159
10/28/2016,Fatal,3
10/28/2016,Major Injury,6
10/28/2016,Possible/Unknown,34
10/29/2016,Minor Injury,21
10/29/2016,Possible/Unknown,25
10/29/2016,Property Damage Only,121
10/29/2016,Major Injury,5
10/29/2016,Fatal,2
10/30/2016,Major Injury,6
10/30/2016,Property Damage Only,107
10/30/2016,Possible/Unknown,13
10/30/2016,Minor Injury,14
10/31/2016,Major Injury,3
10/31/2016,Property Damage Only,114
10/31/2016,Fatal,2
10/31/2016,Minor Injury,17
10/31/2016,Possible/Unknown,28
11/01/2016,Minor Injury,14
11/01/2016,Property Damage Only,150
11/01/2016,Major Injury,5
11/01/2016,Possible/Unknown,32
11/02/2016,Property Damage Only,132
11/02/2016,Minor Injury,16
11/02/2016,Fatal,2
11/02/2016,Possible/Unknown,32
11/03/2016,Possible/Unknown,36
11/03/2016,Minor Injury,28
11/03/2016,Fatal,1
11/03/2016,Property Damage Only,176
11/03/2016,Major Injury,4
11/04/2016,Property Damage Only,187
11/04/2016,Minor Injury,23
11/04/2016,Major Injury,4
11/04/2016,Fatal,2
11/04/2016,Possible/Unknown,38
11/05/2016,Minor Injury,11
11/05/2016,Property Damage Only,122
11/05/2016,Major Injury,2
11/05/2016,Fatal,2
11/05/2016,Possible/Unknown,22
11/06/2016,Minor Injury,7
11/06/2016,Major Injury,5
11/06/2016,Property Damage Only,118
11/06/2016,Fatal,1
11/06/2016,Possible/Unknown,12
11/07/2016,Fatal,2
11/07/2016,Property Damage Only,158
11/07/2016,Minor Injury,10
11/07/2016,Major Injury,2
11/07/2016,Possible/Unknown,30
11/08/2016,Possible/Unknown,32
11/08/2016,Property Damage Only,167
11/08/2016,Major Injury,1
11/08/2016,Minor Injury,10
11/09/2016,Property Damage Only,171
11/09/2016,Fatal,4
11/09/2016,Possible/Unknown,27
11/09/2016,Major Injury,5
11/09/2016,Minor Injury,10
11/10/2016,Major Injury,5
11/10/2016,Minor Injury,19
11/10/2016,Fatal,1
11/10/2016,Possible/Unknown,42
11/10/2016,Property Damage Only,187
11/11/2016,Fatal,1
11/11/2016,Minor Injury,10
11/11/2016,Major Injury,4
11/11/2016,Possible/Unknown,24
11/11/2016,Property Damage Only,178
11/12/2016,Major Injury,2
11/12/2016,Possible/Unknown,23
11/12/2016,Property Damage Only,161
11/12/2016,Minor Injury,11
11/12/2016,Fatal,2
11/13/2016,Minor Injury,14
11/13/2016,Property Damage Only,108
11/13/2016,Possible/Unknown,20
11/13/2016,Major Injury,4
11/14/2016,Possible/Unknown,26
11/14/2016,Major Injury,5
11/14/2016,Property Damage Only,165
11/14/2016,Minor Injury,13
11/15/2016,Minor Injury,18
11/15/2016,Major Injury,3
11/15/2016,Fatal,4
11/15/2016,Possible/Unknown,27
11/15/2016,Property Damage Only,172
11/16/2016,Minor Injury,6
11/16/2016,Possible/Unknown,37
11/16/2016,Property Damage Only,148
11/17/2016,Property Damage Only,154
11/17/2016,Possible/Unknown,37
11/17/2016,Minor Injury,18
11/17/2016,Fatal,1
11/17/2016,Major Injury,5
11/18/2016,Minor Injury,21
11/18/2016,Possible/Unknown,22
11/18/2016,Property Damage Only,204
11/18/2016,Major Injury,2
11/19/2016,Minor Injury,16
11/19/2016,Possible/Unknown,17
11/19/2016,Property Damage Only,110
11/19/2016,Fatal,1
11/19/2016,Major Injury,4
11/20/2016,Possible/Unknown,21
11/20/2016,Minor Injury,8
11/20/2016,Property Damage Only,92
11/20/2016,Fatal,2
11/20/2016,Major Injury,2
11/21/2016,Fatal,1
11/21/2016,Property Damage Only,158
11/21/2016,Minor Injury,9
11/21/2016,Possible/Unknown,26
11/21/2016,Major Injury,3
11/22/2016,Minor Injury,17
11/22/2016,Property Damage Only,175
11/22/2016,Major Injury,5
11/22/2016,Possible/Unknown,38
11/23/2016,Minor Injury,16
11/23/2016,Fatal,1
11/23/2016,Possible/Unknown,28
11/23/2016,Property Damage Only,131
11/23/2016,Major Injury,10
11/24/2016,Property Damage Only,63
11/24/2016,Minor Injury,7
11/24/2016,Fatal,2
11/24/2016,Possible/Unknown,13
11/24/2016,Major Injury,4
11/25/2016,Property Damage Only,115
11/25/2016,Major Injury,1
11/25/2016,Fatal,1
11/25/2016,Possible/Unknown,15
11/25/2016,Minor Injury,11
11/26/2016,Property Damage Only,98
11/26/2016,Possible/Unknown,26
11/26/2016,Major Injury,3
11/26/2016,Minor Injury,12
11/26/2016,Fatal,1
11/27/2016,Possible/Unknown,37
11/27/2016,Major Injury,1
11/27/2016,Minor Injury,7
11/27/2016,Property Damage Only,118
11/28/2016,Property Damage Only,135
11/28/2016,Possible/Unknown,25
11/28/2016,Major Injury,1
11/28/2016,Minor Injury,18
11/29/2016,Possible/Unknown,24
11/29/2016,Major Injury,6
11/29/2016,Minor Injury,9
11/29/2016,Property Damage Only,120
11/30/2016,Minor Injury,13
11/30/2016,Property Damage Only,131
11/30/2016,Possible/Unknown,38
12/01/2016,Property Damage Only,109
12/01/2016,Minor Injury,11
12/01/2016,Major Injury,2
12/01/2016,Possible/Unknown,21
12/02/2016,Property Damage Only,138
12/02/2016,Fatal,2
12/02/2016,Possible/Unknown,24
12/02/2016,Minor Injury,6
12/03/2016,Property Damage Only,126
12/03/2016,Possible/Unknown,35
12/03/2016,Fatal,3
12/03/2016,Major Injury,3
12/03/2016,Minor Injury,11
12/04/2016,Possible/Unknown,43
12/04/2016,Minor Injury,13
12/04/2016,Major Injury,5
12/04/2016,Fatal,1
12/04/2016,Property Damage Only,204
12/05/2016,Possible/Unknown,41
12/05/2016,Property Damage Only,151
12/05/2016,Major Injury,3
12/05/2016,Minor Injury,15
12/06/2016,Fatal,1
12/06/2016,Major Injury,1
12/06/2016,Property Damage Only,135
12/06/2016,Minor Injury,12
12/06/2016,Possible/Unknown,33
12/07/2016,Property Damage Only,108
12/07/2016,Possible/Unknown,32
12/07/2016,Fatal,2
12/07/2016,Minor Injury,8
12/07/2016,Major Injury,2
12/08/2016,Minor Injury,10
12/08/2016,Major Injury,2
12/08/2016,Property Damage Only,115
12/08/2016,Possible/Unknown,24
12/09/2016,Property Damage Only,122
12/09/2016,Minor Injury,18
12/09/2016,Possible/Unknown,39
12/09/2016,Major Injury,3
12/10/2016,Minor Injury,21
12/10/2016,Property Damage Only,396
12/10/2016,Fatal,2
12/10/2016,Major Injury,5
12/10/2016,Possible/Unknown,57
12/11/2016,Minor Injury,9
12/11/2016,Property Damage Only,135
12/11/2016,Possible/Unknown,29
12/12/2016,Possible/Unknown,32
12/12/2016,Major Injury,1
12/12/2016,Minor Injury,17
12/12/2016,Property Damage Only,175
12/13/2016,Property Damage Only,131
12/13/2016,Fatal,1
12/13/2016,Major Injury,1
12/13/2016,Minor Injury,15
12/13/2016,Possible/Unknown,33
12/14/2016,Property Damage Only,130
12/14/2016,Fatal,1
12/14/2016,Possible/Unknown,30
12/14/2016,Minor Injury,3
12/14/2016,Major Injury,2
12/15/2016,Possible/Unknown,23
12/15/2016,Major Injury,3
12/15/2016,Property Damage Only,136
12/15/2016,Fatal,2
12/15/2016,Minor Injury,10
12/16/2016,Major Injury,6
12/16/2016,Property Damage Only,300
12/16/2016,Possible/Unknown,62
12/16/2016,Fatal,1
12/16/2016,Minor Injury,26
12/17/2016,Possible/Unknown,38
12/17/2016,Property Damage Only,270
12/17/2016,Major Injury,4
12/17/2016,Minor Injury,21
12/17/2016,Fatal,1
12/18/2016,Property Damage Only,163
12/18/2016,Possible/Unknown,26
12/18/2016,Fatal,1
12/18/2016,Minor Injury,7
12/19/2016,Major Injury,4
12/19/2016,Possible/Unknown,46
12/19/2016,Property Damage Only,270
12/19/2016,Minor Injury,17
12/19/2016,Fatal,1
12/20/2016,Minor Injury,13
12/20/2016,Property Damage Only,157
12/20/2016,Major Injury,4
12/20/2016,Possible/Unknown,30
12/21/2016,Fatal,2
12/21/2016,Major Injury,5
12/21/2016,Minor Injury,15
12/21/2016,Possible/Unknown,32
12/21/2016,Property Damage Only,122
12/22/2016,Possible/Unknown,18
12/22/2016,Property Damage Only,130
12/22/2016,Minor Injury,16
12/22/2016,Major Injury,1
12/23/2016,Possible/Unknown,48
12/23/2016,Major Injury,5
12/23/2016,Minor Injury,22
12/23/2016,Property Damage Only,295
12/23/2016,Fatal,2
12/24/2016,Fatal,1
12/24/2016,Minor Injury,18
12/24/2016,Property Damage Only,101
12/24/2016,Major Injury,3
12/24/2016,Possible/Unknown,20
12/25/2016,Minor Injury,7
12/25/2016,Possible/Unknown,11
12/25/2016,Property Damage Only,48
12/26/2016,Major Injury,2
12/26/2016,Fatal,1
12/26/2016,Possible/Unknown,13
12/26/2016,Minor Injury,5
12/26/2016,Property Damage Only,75
12/27/2016,Property Damage Only,79
12/27/2016,Possible/Unknown,17
12/27/2016,Major Injury,2
12/27/2016,Fatal,2
12/27/2016,Minor Injury,10
12/28/2016,Property Damage Only,68
12/28/2016,Minor Injury,10
12/28/2016,Possible/Unknown,22
12/29/2016,Property Damage Only,92
12/29/2016,Minor Injury,12
12/29/2016,Possible/Unknown,20
12/29/2016,Major Injury,2
12/30/2016,Property Damage Only,87
12/30/2016,Possible/Unknown,16
12/30/2016,Minor Injury,6
12/30/2016,Major Injury,4
12/30/2016,Fatal,1
12/31/2016,Property Damage Only,67
12/31/2016,Possible/Unknown,11
12/31/2016,Minor Injury,9
12/31/2016,Major Injury,3
01/01/2017,Property Damage Only,75
01/01/2017,Fatal,2
01/01/2017,Possible/Unknown,16
01/01/2017,Minor Injury,10
01/02/2017,Possible/Unknown,31
01/02/2017,Fatal,1
01/02/2017,Major Injury,5
01/02/2017,Property Damage Only,82
01/02/2017,Minor Injury,10
01/03/2017,Major Injury,3
01/03/2017,Possible/Unknown,22
01/03/2017,Property Damage Only,86
01/03/2017,Minor Injury,14
01/04/2017,Property Damage Only,96
01/04/2017,Minor Injury,9
01/04/2017,Major Injury,4
01/04/2017,Possible/Unknown,21
01/05/2017,Possible/Unknown,23
01/05/2017,Minor Injury,4
01/05/2017,Property Damage Only,87
01/05/2017,Major Injury,3
01/06/2017,Major Injury,6
01/06/2017,Possible/Unknown,34
